,ind1y_1,ind3m_1,ind3y_1,us3m_1,us3y_1,GC=F,INR=X,^GSPC,^INDIAVIX,^IXIC,^NSEI,^VIX
2018-02-12,0.0665,0.0637,0.07105,0.01572,0.02307,1324.199951171875,64.2113037109375,2656.0,17.8799991607666,6981.9599609375,10539.75,25.610000610351562
2018-02-13,0.0665,0.0637,0.07105,0.01608,0.023119999999999998,1328.0999755859375,64.28350067138672,2662.93994140625,17.8799991607666,7013.509765625,10539.75,24.969999313354492
2018-02-14,0.06616,0.0638,0.07066,0.015880000000000002,0.02402,1355.5,64.2500991821289,2698.6298828125,17.18000030517578,7143.6201171875,10500.900390625,19.260000228881836
2018-02-15,0.06688,0.0632,0.07122,0.01598,0.02405,1352.0999755859375,64.02519989013672,2731.199951171875,16.31999969482422,7256.43017578125,10545.5,19.1299991607666
2018-02-16,0.0665,0.0634,0.07109,0.01608,0.02384,1353.199951171875,63.890899658203125,2732.219970703125,16.3799991607666,7239.47021484375,10452.2998046875,19.459999084472656
2018-02-19,0.0665,0.0634,0.07109,0.01608,0.02414,1353.199951171875,64.37999725341797,2732.219970703125,16.670000076293945,7239.47021484375,10378.400390625,19.459999084472656
2018-02-20,0.06657,0.0633,0.07177,0.0161,0.02408,1328.800048828125,64.50499725341797,2716.260009765625,16.8700008392334,7234.31005859375,10360.400390625,20.600000381469727
2018-02-21,0.06647,0.0636,0.07176,0.01647,0.024380000000000002,1330.0,64.86499786376953,2701.330078125,15.920000076293945,7218.22998046875,10397.4501953125,20.020000457763672
2018-02-22,0.06687,0.0632,0.07212,0.01644,0.02414,1330.5999755859375,64.8949966430664,2703.9599609375,14.829999923706055,7210.08984375,10382.7001953125,18.719999313354492
2018-02-23,0.06658,0.0632,0.07171,0.01644,0.0239,1328.199951171875,64.95140075683594,2747.300048828125,14.199999809265137,7337.39013671875,10491.0498046875,16.489999771118164
2018-02-24,0.06658,0.0632,0.07171,0.01644,0.0239,1328.199951171875,64.95140075683594,2747.300048828125,14.199999809265137,7337.39013671875,10491.0498046875,16.489999771118164
2018-02-26,0.06657,0.06269999999999999,0.07178,0.01646,0.02376,1330.699951171875,64.7030029296875,2779.60009765625,13.699999809265137,7421.4599609375,10582.599609375,15.800000190734863
2018-02-27,0.06639,0.063,0.0717,0.01675,0.02426,1315.5,64.78040313720703,2744.280029296875,13.920000076293945,7330.35009765625,10554.2998046875,18.59000015258789
2018-02-28,0.06652,0.0632,0.07194,0.01659,0.02412,1315.5,64.91000366210938,2713.830078125,13.8100004196167,7273.009765625,10492.849609375,19.850000381469727
2018-03-01,0.06647,0.06309999999999999,0.07218,0.01629,0.023629999999999998,1302.9000244140625,65.23999786376953,2677.669921875,14.069999694824219,7180.56005859375,10458.349609375,22.469999313354492
2018-03-02,0.06647,0.06309999999999999,0.07218,0.01644,0.024009999999999997,1321.0999755859375,65.1500015258789,2691.25,14.069999694824219,7257.8701171875,10458.349609375,19.59000015258789
2018-03-05,0.06662,0.0629,0.07243000000000001,0.01667,0.02402,1318.0999755859375,65.18669891357422,2720.93994140625,15.399999618530273,7330.7099609375,10358.849609375,18.729999542236328
2018-03-06,0.06661,0.063,0.07239,0.016819999999999998,0.02418,1333.5999755859375,65.00370025634766,2728.1201171875,16.25,7372.009765625,10249.25,18.360000610351562
2018-03-07,0.06625,0.0629,0.07246000000000001,0.01685,0.02419,1326.0,64.88999938964844,2726.800048828125,15.699999809265137,7396.64990234375,10154.2001953125,17.760000228881836
2018-03-08,0.06633,0.0625,0.07227,0.01675,0.02413,1319.9000244140625,64.89119720458984,2738.969970703125,14.59000015258789,7427.9501953125,10242.650390625,16.540000915527344
2018-03-09,0.06628,0.0625,0.0723,0.01675,0.024329999999999997,1322.4000244140625,65.09040069580078,2786.570068359375,14.529999732971191,7560.81005859375,10226.849609375,14.640000343322754
2018-03-10,0.06628,0.0625,0.0723,0.01675,0.024329999999999997,1322.4000244140625,65.09040069580078,2786.570068359375,14.529999732971191,7560.81005859375,10226.849609375,14.640000343322754
2018-03-12,0.06627,0.0623,0.07208,0.016819999999999998,0.024220000000000002,1319.4000244140625,64.96489715576172,2783.02001953125,14.489999771118164,7588.31982421875,10421.400390625,15.779999732971191
2018-03-13,0.06634000000000001,0.0621,0.07211000000000001,0.01726,0.02413,1325.9000244140625,64.94550323486328,2765.31005859375,14.460000038146973,7511.009765625,10426.849609375,16.350000381469727
2018-03-14,0.06641,0.0625,0.07222,0.01754,0.0241,1324.4000244140625,64.8281021118164,2749.47998046875,14.359999656677246,7496.81005859375,10410.900390625,17.229999542236328
2018-03-15,0.06570999999999999,0.0617,0.07167,0.01772,0.02429,1316.800048828125,64.83679962158203,2747.330078125,14.329999923706055,7481.740234375,10360.150390625,16.59000015258789
2018-03-16,0.06549,0.061900000000000004,0.07125,0.01779,0.024460000000000003,1311.300048828125,65.01439666748047,2752.010009765625,15.220000267028809,7481.990234375,10195.150390625,15.800000190734863
2018-03-19,0.066,0.061799999999999994,0.07143,0.017689999999999997,0.0246,1316.800048828125,65.06500244140625,2712.919921875,15.819999694824219,7344.240234375,10094.25,19.020000457763672
2018-03-20,0.0659,0.0613,0.07142,0.018000000000000002,0.02495,1311.0999755859375,65.21009826660156,2716.93994140625,15.609999656677246,7364.2998046875,10124.349609375,18.200000762939453
2018-03-21,0.06649,0.061500000000000006,0.07138,0.01746,0.024620000000000003,1320.699951171875,65.2323989868164,2711.929931640625,15.109999656677246,7345.2900390625,10155.25,17.860000610351562
2018-03-22,0.06631000000000001,0.061399999999999996,0.07142,0.017230000000000002,0.02427,1326.5999755859375,65.06559753417969,2643.68994140625,15.25,7166.68017578125,10114.75,23.34000015258789
2018-03-23,0.06609,0.061500000000000006,0.07139999999999999,0.01728,0.02405,1349.300048828125,65.16000366210938,2588.260009765625,15.550000190734863,6992.669921875,9998.0498046875,24.8700008392334
2018-03-26,0.06625,0.0616,0.07166,0.01746,0.024409999999999998,1354.4000244140625,65.01499938964844,2658.550048828125,15.199999809265137,7220.5400390625,10130.650390625,21.030000686645508
2018-03-27,0.06526,0.0613,0.07106,0.01775,0.023889999999999998,1341.300048828125,64.69499969482422,2612.6201171875,15.550000190734863,7008.81005859375,10184.150390625,22.5
2018-03-28,0.06563,0.061200000000000004,0.07086,0.01736,0.02408,1324.199951171875,64.89550018310547,2605.0,15.760000228881836,6949.22998046875,10113.7001953125,22.8700008392334
2018-03-29,0.06563,0.061200000000000004,0.07086,0.017150000000000002,0.023860000000000003,1322.800048828125,65.14920043945312,2640.8701171875,15.760000228881836,7063.4501953125,10113.7001953125,19.969999313354492
2018-03-30,0.06563,0.061200000000000004,0.07086,0.017150000000000002,0.023860000000000003,1322.800048828125,65.02999877929688,2640.8701171875,15.760000228881836,7063.4501953125,10113.7001953125,19.969999313354492
2018-04-02,0.06563,0.061200000000000004,0.07086,0.017230000000000002,0.023690000000000003,1342.0999755859375,65.10549926757812,2581.8798828125,15.350000381469727,6870.1201171875,10211.7998046875,23.6200008392334
2018-04-03,0.06543,0.061200000000000004,0.07034,0.01754,0.02408,1332.800048828125,65.13999938964844,2614.449951171875,15.1899995803833,6941.27978515625,10245.0,21.100000381469727
2018-04-04,0.06488000000000001,0.0605,0.07011,0.017079999999999998,0.024329999999999997,1335.800048828125,64.90499877929688,2644.68994140625,16.34000015258789,7042.10986328125,10128.400390625,20.059999465942383
2018-04-05,0.06459,0.061,0.06922,0.01713,0.02444,1324.300048828125,64.99500274658203,2662.840087890625,14.800000190734863,7076.5498046875,10325.150390625,18.940000534057617
2018-04-06,0.06453,0.061,0.06939000000000001,0.0172,0.024,1331.9000244140625,64.86150360107422,2604.469970703125,14.75,6915.10986328125,10331.599609375,21.489999771118164
2018-04-07,0.06453,0.061,0.06939000000000001,0.0172,0.024,1331.9000244140625,64.86150360107422,2604.469970703125,14.75,6915.10986328125,10331.599609375,21.489999771118164
2018-04-09,0.06461,0.0608,0.06983,0.017150000000000002,0.02414,1336.300048828125,64.90450286865234,2613.159912109375,14.869999885559082,6950.33984375,10379.349609375,21.770000457763672
2018-04-10,0.06477000000000001,0.0608,0.07056,0.01736,0.02444,1342.0,64.87000274658203,2656.8701171875,14.5,7094.2998046875,10402.25,20.469999313354492
2018-04-11,0.06549,0.0603,0.07107000000000001,0.01734,0.02443,1356.5,64.92530059814453,2642.18994140625,14.720000267028809,7069.02978515625,10417.150390625,20.239999771118164
2018-04-12,0.0652,0.0608,0.07114,0.01746,0.02503,1338.4000244140625,65.19000244140625,2663.989990234375,14.5600004196167,7140.25,10458.650390625,18.489999771118164
2018-04-13,0.06543,0.0608,0.07146,0.017589999999999998,0.025,1344.800048828125,65.27570343017578,2656.300048828125,14.140000343322754,7106.64990234375,10480.599609375,17.40999984741211
2018-04-14,0.06543,0.0608,0.07146,0.017589999999999998,0.025,1344.800048828125,65.27570343017578,2656.300048828125,14.140000343322754,7106.64990234375,10480.599609375,17.40999984741211
2018-04-16,0.0655,0.060700000000000004,0.07156,0.01754,0.02522,1347.5,65.19560241699219,2677.840087890625,14.260000228881836,7156.27978515625,10528.349609375,16.559999465942383
2018-04-17,0.0667,0.060599999999999994,0.07174,0.017920000000000002,0.0253,1347.199951171875,65.4292984008789,2706.389892578125,14.039999961853027,7281.10009765625,10548.7001953125,15.25
2018-04-18,0.06594,0.060700000000000004,0.07200000000000001,0.01813,0.02577,1351.199951171875,65.67500305175781,2708.639892578125,14.109999656677246,7295.240234375,10526.2001953125,15.600000381469727
2018-04-19,0.0662,0.061200000000000004,0.07248,0.018260000000000002,0.025859999999999998,1346.800048828125,66.01000213623047,2693.1298828125,13.75,7238.06005859375,10565.2998046875,15.960000038146973
2018-04-20,0.06654,0.061500000000000006,0.07356,0.01807,0.02619,1336.699951171875,66.11479949951172,2670.139892578125,12.9399995803833,7146.1298828125,10564.0498046875,16.8799991607666
2018-04-23,0.067,0.061399999999999996,0.07473,0.01825,0.026389999999999997,1322.5,66.1968994140625,2670.2900390625,13.149999618530273,7128.60009765625,10584.7001953125,16.34000015258789
2018-04-24,0.06831000000000001,0.0617,0.07442,0.01867,0.02636,1331.4000244140625,66.54499816894531,2634.56005859375,11.899999618530273,7007.35009765625,10614.349609375,18.020000457763672
2018-04-25,0.06773,0.0616,0.07461000000000001,0.01854,0.026389999999999997,1321.199951171875,66.41410064697266,2639.39990234375,12.399999618530273,7003.740234375,10570.5498046875,17.84000015258789
2018-04-26,0.06763,0.0622,0.07490999999999999,0.01828,0.026230000000000003,1316.300048828125,66.90769958496094,2666.93994140625,12.039999961853027,7118.68017578125,10617.7998046875,16.239999771118164
2018-04-27,0.06785999999999999,0.062,0.0757,0.01813,0.02618,1320.300048828125,66.9000015258789,2669.909912109375,12.020000457763672,7119.7998046875,10692.2998046875,15.40999984741211
2018-04-30,0.06785999999999999,0.062,0.0757,0.01807,0.02629,1316.199951171875,66.61000061035156,2648.050048828125,12.359999656677246,7066.27001953125,10739.349609375,15.930000305175781
2018-05-01,0.06785999999999999,0.062,0.0757,0.01854,0.02643,1303.800048828125,66.44999694824219,2654.800048828125,12.359999656677246,7130.7001953125,10739.349609375,15.489999771118164
2018-05-02,0.06785000000000001,0.0621,0.07546,0.01823,0.02638,1302.5999755859375,66.7886962890625,2635.669921875,12.84000015258789,7100.89990234375,10718.0498046875,15.970000267028809
2018-05-03,0.06804,0.0625,0.07569,0.01831,0.02619,1310.699951171875,67.08000183105469,2629.72998046875,12.989999771118164,7088.14990234375,10679.650390625,15.899999618530273
2018-05-04,0.0683,0.0625,0.07595,0.01836,0.026389999999999997,1312.699951171875,66.66000366210938,2663.419921875,13.25,7209.6201171875,10618.25,14.770000457763672
2018-05-05,0.0683,0.0625,0.07595,0.01836,0.026389999999999997,1312.699951171875,66.66000366210938,2663.419921875,13.25,7209.6201171875,10618.25,14.770000457763672
2018-05-07,0.068,0.0625,0.07568,0.018349999999999998,0.02633,1312.199951171875,66.81050109863281,2672.6298828125,13.760000228881836,7265.2099609375,10715.5,14.75
2018-05-08,0.06799000000000001,0.0625,0.07548,0.01874,0.02645,1312.0,67.1187973022461,2671.919921875,14.0600004196167,7266.89990234375,10717.7998046875,14.710000038146973
2018-05-09,0.06857,0.062400000000000004,0.07617,0.01885,0.02685,1311.300048828125,67.1624984741211,2697.7900390625,14.270000457763672,7339.91015625,10741.7001953125,13.420000076293945
2018-05-10,0.06866,0.06269999999999999,0.07641,0.0189,0.02688,1320.800048828125,67.62000274658203,2723.070068359375,14.430000305175781,7404.97021484375,10716.5498046875,13.229999542236328
2018-05-11,0.06863999999999999,0.0626,0.07624,0.01905,0.02693,1319.0,67.38999938964844,2727.719970703125,13.979999542236328,7402.8798828125,10806.5,12.649999618530273
2018-05-14,0.06873,0.0632,0.07655,0.01899,0.0271,1316.5,67.3822021484375,2730.1298828125,14.25,7411.31982421875,10806.599609375,12.930000305175781
2018-05-15,0.06892000000000001,0.0629,0.07698,0.01915,0.02748,1288.9000244140625,67.6780014038086,2711.449951171875,13.170000076293945,7351.6298828125,10801.849609375,14.630000114440918
2018-05-16,0.06872,0.0632,0.07737,0.01905,0.02767,1290.199951171875,68.45999908447266,2722.4599609375,13.4399995803833,7398.2998046875,10741.099609375,13.420000076293945
2018-05-17,0.06910999999999999,0.0634,0.07717,0.01907,0.02754,1288.199951171875,68.05999755859375,2720.1298828125,13.40999984741211,7382.47021484375,10682.7001953125,13.430000305175781
2018-05-18,0.06899,0.064,0.07595,0.01899,0.02713,1290.199951171875,68.13999938964844,2712.969970703125,14.149999618530273,7354.33984375,10596.400390625,13.420000076293945
2018-05-21,0.06919,0.0634,0.07618,0.01907,0.027290000000000002,1290.199951171875,67.9749984741211,2733.010009765625,14.40999984741211,7394.0400390625,10516.7001953125,13.079999923706055
